,年齡層,道路型態,車種,事故型態,群
2304,1,交岔路,小客車,A2,2
2305,2,交岔路,小客車,A2,2
2306,1,單路部分,小客車,A2,3
2307,2,交岔路,小客車,A2,2
2308,2,交岔路,小貨車(含客、貨兩用),A2,2
2309,0,單路部分,機車,A2,1
2310,0,單路部分,機車,A2,1
2311,1,交岔路,小客車,A2,2
2312,0,單路部分,機車,A2,1
2313,2,單路部分,機車,A2,1
2314,2,交岔路,,A2,0
2315,0,交岔路,機車,A2,0
2316,0,交岔路,小客車,A2,2
2317,1,單路部分,小客車,A2,3
2318,1,單路部分,機車,A2,1
2319,0,交岔路,機車,A2,0
2320,1,交岔路,機車,A2,0
2321,0,交岔路,機車,A2,0
2322,1,交岔路,機車,A2,0
2323,2,交岔路,小客車,A2,2
2324,1,交岔路,機車,A2,0
2325,0,交岔路,機車,A2,0
2326,1,交岔路,小客車,A2,2
2327,0,單路部分,小客車,A2,3
2328,0,交岔路,小客車,A2,2
2329,1,交岔路,機車,A2,0
2330,1,交岔路,小客車,A2,2
2331,1,交岔路,小客車,A2,2
2332,1,交岔路,機車,A2,0
2333,1,交岔路,機車,A2,0
2334,1,交岔路,機車,A2,0
2335,1,單路部分,機車,A2,1
2336,1,交岔路,機車,A2,0
2337,1,交岔路,機車,A2,0
2338,1,單路部分,機車,A2,1
2339,0,交岔路,機車,A2,0
2340,2,交岔路,機車,A2,0
2341,1,交岔路,機車,A2,0
2342,0,交岔路,機車,A2,0
2343,0,單路部分,機車,A2,1
2344,0,交岔路,小客車,A2,2
2345,0,單路部分,機車,A2,1
2346,1,交岔路,機車,A2,0
2347,0,交岔路,機車,A2,0
2348,1,交岔路,機車,A2,0
2349,1,交岔路,小客車,A2,2
2350,0,交岔路,機車,A2,0
2351,1,交岔路,機車,A2,0
2352,0,單路部分,機車,A2,1
2353,1,交岔路,小客車,A2,2
2354,1,交岔路,機車,A2,0
2355,1,單路部分,機車,A2,1
2356,1,交岔路,機車,A2,0
2357,1,交岔路,機車,A2,0
2358,1,單路部分,機車,A2,1
2359,2,交岔路,小客車,A2,2
2360,0,交岔路,小客車,A2,2
2361,2,交岔路,機車,A2,0
2362,2,交岔路,機車,A2,0
2363,1,交岔路,小客車,A2,2
2364,0,交岔路,機車,A2,0
2365,1,交岔路,小客車,A2,2
2366,2,單路部分,機車,A2,1
2367,1,交岔路,小客車,A2,2
2368,0,交岔路,機車,A2,0
2369,1,交岔路,小客車,A2,2
2370,1,交岔路,小客車,A2,2
2371,1,交岔路,機車,A2,0
2372,1,交岔路,機車,A2,0
2373,1,單路部分,機車,A2,1
2374,0,單路部分,機車,A2,1
2375,2,交岔路,,A2,0
2376,2,單路部分,機車,A2,1
2377,1,交岔路,機車,A2,0
2378,2,交岔路,機車,A2,0
2379,0,交岔路,機車,A2,0
2380,2,交岔路,機車,A2,0
2381,1,交岔路,機車,A2,0
2382,0,單路部分,機車,A2,1
2383,1,交岔路,機車,A2,0
2384,2,單路部分,機車,A2,1
2385,1,交岔路,機車,A2,0
2386,1,交岔路,機車,A2,0
2387,2,交岔路,機車,A2,0
2388,1,單路部分,機車,A2,1
2389,2,交岔路,慢車,A2,2
2390,1,單路部分,機車,A2,1
2391,0,單路部分,機車,A2,1
2392,1,交岔路,機車,A2,0
2393,1,單路部分,其他車,A2,1
2394,1,交岔路,機車,A2,0
2395,1,交岔路,小客車,A2,2
2396,0,交岔路,機車,A2,0
2397,2,交岔路,慢車,A2,2
2398,0,單路部分,機車,A2,1
2399,0,單路部分,機車,A2,1
2400,0,交岔路,機車,A2,0
2401,2,交岔路,機車,A2,0
2402,2,交岔路,機車,A2,0
2403,1,交岔路,小客車,A2,2
2404,1,單路部分,小貨車(含客、貨兩用),A2,3
2405,2,交岔路,機車,A2,0
2406,0,單路部分,機車,A2,1
2407,2,單路部分,機車,A2,1
2408,0,交岔路,機車,A2,0
2409,1,交岔路,機車,A2,0
2410,1,交岔路,小客車,A2,2
2411,0,交岔路,機車,A2,0
2412,2,單路部分,機車,A2,1
2413,1,單路部分,機車,A2,1
2414,1,交岔路,小貨車(含客、貨兩用),A2,2
2415,0,交岔路,機車,A2,0
2416,1,單路部分,機車,A2,1
2417,2,單路部分,小客車,A2,3
2418,0,交岔路,機車,A2,0
2419,2,交岔路,機車,A2,0
2420,0,交岔路,機車,A2,0
2421,1,單路部分,機車,A2,1
2422,1,交岔路,小客車,A2,2
2423,2,單路部分,機車,A2,1
2424,2,交岔路,小客車,A2,2
2425,0,交岔路,機車,A2,0
2426,2,單路部分,機車,A2,1
2427,2,交岔路,小客車,A2,2
2428,1,交岔路,機車,A2,0
2429,0,單路部分,機車,A2,1
2430,0,交岔路,機車,A2,0
2431,0,交岔路,小客車,A2,2
2432,0,交岔路,機車,A2,0
2433,0,交岔路,小客車,A2,2
2434,0,交岔路,機車,A2,0
2435,0,單路部分,小客車,A2,3
2436,2,交岔路,機車,A2,0
2437,1,交岔路,機車,A2,0
2438,2,交岔路,機車,A2,0
2439,0,交岔路,機車,A2,0
2440,2,單路部分,機車,A2,1
2441,0,單路部分,機車,A2,1
2442,1,交岔路,機車,A2,0
2443,1,交岔路,機車,A2,0
2444,1,單路部分,機車,A2,1
2445,1,交岔路,小客車,A2,2
2446,1,交岔路,機車,A2,0
2447,2,單路部分,,A2,1
2448,0,交岔路,機車,A2,0
2449,0,單路部分,機車,A2,1
2450,0,交岔路,機車,A2,0
2451,1,交岔路,機車,A2,0
2452,1,單路部分,小客車,A2,3
2453,1,交岔路,機車,A2,0
2454,0,交岔路,機車,A2,0
2455,1,單路部分,小客車,A2,3
2456,2,交岔路,小客車,A2,2
2457,1,交岔路,機車,A2,0
2458,1,單路部分,機車,A2,1
2459,2,單路部分,小客車,A2,3
2460,2,單路部分,小客車,A2,3
2461,1,單路部分,機車,A2,1
2462,2,交岔路,機車,A2,0
2463,0,交岔路,機車,A2,0
2464,0,單路部分,慢車,A2,3
2465,1,交岔路,小客車,A2,2
2466,1,交岔路,機車,A2,0
2467,2,交岔路,機車,A2,0
2468,1,交岔路,機車,A2,0
2469,0,交岔路,機車,A2,0
2470,1,交岔路,小貨車(含客、貨兩用),A2,2
2471,1,單路部分,機車,A2,1
2472,1,交岔路,機車,A2,0
2473,2,交岔路,小貨車(含客、貨兩用),A2,2
2474,1,交岔路,機車,A2,0
2475,1,交岔路,小客車,A2,2
2476,0,單路部分,小貨車(含客、貨兩用),A2,3
2477,1,交岔路,機車,A2,0
2478,1,交岔路,機車,A2,0
2479,0,交岔路,機車,A2,0
2480,1,單路部分,慢車,A2,3
2481,0,單路部分,小貨車(含客、貨兩用),A2,3
2482,1,交岔路,機車,A2,0
2483,2,單路部分,機車,A2,1
2484,0,交岔路,機車,A2,0
2485,0,交岔路,機車,A2,0
2486,1,交岔路,小客車,A2,2
2487,0,交岔路,機車,A2,0
2488,2,單路部分,小客車,A2,3
2489,2,交岔路,,A2,0
2490,2,交岔路,慢車,A2,2
2491,2,交岔路,,A2,0
2492,0,交岔路,機車,A2,0
2493,1,交岔路,機車,A2,0
2494,0,單路部分,機車,A2,1
2495,1,交岔路,機車,A2,0
2496,1,交岔路,機車,A2,0
2497,0,交岔路,機車,A2,0
2498,1,單路部分,機車,A2,1
2499,2,交岔路,慢車,A2,2
2500,0,單路部分,機車,A2,1
2501,1,交岔路,機車,A2,0
2502,2,單路部分,機車,A2,1
2503,1,交岔路,機車,A2,0
2504,2,交岔路,機車,A2,0
2505,2,單路部分,小客車,A2,3
2506,2,交岔路,機車,A2,0
2507,0,交岔路,機車,A2,0
2508,0,單路部分,機車,A2,1
2509,0,單路部分,機車,A2,1
2510,0,交岔路,機車,A2,0
2511,1,交岔路,小客車,A2,2
2512,1,交岔路,小客車,A2,2
2513,1,交岔路,機車,A2,0
2514,0,單路部分,機車,A2,1
2515,2,單路部分,機車,A2,1
2516,0,交岔路,機車,A2,0
2517,0,交岔路,機車,A2,0
2518,1,單路部分,機車,A2,1
2519,0,交岔路,機車,A2,0
2520,0,單路部分,機車,A2,1
2521,1,單路部分,小客車,A2,3
2522,1,單路部分,機車,A2,1
2523,1,交岔路,機車,A2,0
2524,1,交岔路,機車,A2,0
2525,1,交岔路,小客車,A2,2
2526,0,單路部分,人,A2,3
2527,0,單路部分,機車,A2,1
2528,1,交岔路,小客車,A2,2
2529,2,交岔路,機車,A2,0
2530,1,交岔路,機車,A2,0
2531,0,交岔路,機車,A2,0
2532,0,單路部分,機車,A2,1
2533,2,單路部分,機車,A2,1
2534,1,交岔路,人,A2,2
2535,2,交岔路,機車,A2,0
2536,1,交岔路,機車,A2,0
2537,1,單路部分,機車,A2,1
2538,2,單路部分,機車,A2,1
2539,1,交岔路,機車,A2,0
2540,1,交岔路,機車,A2,0
2541,2,交岔路,機車,A2,0
2542,0,單路部分,機車,A2,1
2543,0,單路部分,機車,A2,1
2544,0,交岔路,小客車,A2,2
2545,1,交岔路,小客車,A2,2
2546,2,單路部分,機車,A2,1
2547,2,單路部分,小客車,A2,3
2548,0,交岔路,機車,A2,0
2549,1,交岔路,機車,A2,0
2550,1,交岔路,機車,A2,0
2551,0,交岔路,機車,A2,0
2552,1,單路部分,小客車,A2,3
2553,0,單路部分,機車,A2,1
2554,0,交岔路,機車,A2,0
2555,1,單路部分,小客車,A2,3
2556,1,單路部分,小客車,A2,3
2557,1,交岔路,小客車,A2,2
2558,1,交岔路,機車,A2,0
2559,1,交岔路,小客車,A2,2
2560,0,單路部分,小客車,A2,3
2561,0,單路部分,小客車,A2,3
2562,0,交岔路,機車,A2,0
2563,2,單路部分,慢車,A2,3
2564,1,交岔路,小客車,A2,2
2565,1,交岔路,小客車,A2,2
2566,2,交岔路,小客車,A2,2
2567,2,交岔路,機車,A2,0
2568,2,單路部分,機車,A2,1
2569,0,單路部分,機車,A2,1
2570,0,單路部分,小客車,A2,3
2571,1,交岔路,小客車,A2,2
2572,2,單路部分,機車,A2,1
2573,1,交岔路,機車,A2,0
2574,2,交岔路,慢車,A2,2
2575,2,交岔路,機車,A2,0
2576,2,單路部分,機車,A2,1
2577,1,交岔路,機車,A2,0
2578,2,單路部分,,A2,1
2579,0,單路部分,機車,A2,1
2580,1,交岔路,機車,A2,0
2581,1,交岔路,小客車,A2,2
2582,2,單路部分,慢車,A2,3
2583,1,單路部分,機車,A2,1
2584,0,交岔路,機車,A2,0
2585,1,單路部分,小客車,A2,3
2586,0,交岔路,機車,A2,0
2587,1,交岔路,機車,A2,0
2588,2,單路部分,慢車,A2,3
2589,1,單路部分,機車,A2,1
2590,2,交岔路,機車,A2,0
2591,1,交岔路,小客車,A2,2
2592,2,交岔路,機車,A2,0
2593,1,交岔路,小客車,A2,2
2594,2,交岔路,機車,A2,0
2595,0,交岔路,機車,A2,0
2596,2,單路部分,,A2,1
2597,0,單路部分,小客車,A2,3
2598,2,交岔路,機車,A2,0
2599,0,交岔路,機車,A2,0
2600,2,交岔路,小客車,A2,2
2601,1,單路部分,機車,A2,1
2602,0,交岔路,小客車,A2,2
2603,0,交岔路,機車,A2,0
2604,0,交岔路,機車,A2,0
2605,1,交岔路,機車,A2,0
2606,0,交岔路,機車,A2,0
2607,1,單路部分,機車,A2,1
2608,2,單路部分,小客車,A2,3
2609,0,交岔路,機車,A2,0
2610,0,單路部分,小客車,A2,3
2611,0,交岔路,機車,A2,0
2612,2,交岔路,機車,A2,0
2613,1,交岔路,機車,A2,0
2614,2,單路部分,機車,A2,1
2615,2,交岔路,機車,A2,0
2616,1,交岔路,機車,A2,0
2617,2,交岔路,,A2,0
2618,1,交岔路,機車,A2,0
2619,1,交岔路,小客車,A2,2
2620,1,交岔路,機車,A2,0
2621,1,單路部分,機車,A2,1
2622,1,交岔路,機車,A2,0
2623,1,交岔路,小客車,A2,2
2624,1,單路部分,小客車,A2,3
2625,1,交岔路,機車,A2,0
2626,1,交岔路,機車,A2,0
2627,1,交岔路,機車,A2,0
2628,0,交岔路,機車,A2,0
2629,1,單路部分,小貨車(含客、貨兩用),A2,3
2630,2,交岔路,,A2,0
2631,1,單路部分,機車,A2,1
2632,0,交岔路,機車,A2,0
2633,2,交岔路,機車,A2,0
2634,1,交岔路,機車,A2,0
2635,1,交岔路,小貨車(含客、貨兩用),A2,2
2636,0,交岔路,機車,A2,0
2637,1,交岔路,小客車,A2,2
2638,0,交岔路,機車,A2,0
2639,2,單路部分,機車,A2,1
2640,1,交岔路,機車,A2,0
2641,0,單路部分,小客車,A2,3
2642,0,交岔路,機車,A2,0
2643,0,交岔路,小客車,A2,2
2644,1,交岔路,機車,A2,0
2645,1,交岔路,小客車,A2,2
2646,2,交岔路,機車,A2,0
2647,0,單路部分,機車,A2,1
2648,2,單路部分,機車,A2,1
2649,1,單路部分,小客車,A2,3
2650,0,交岔路,機車,A2,0
2651,1,單路部分,小客車,A2,3
2652,0,單路部分,機車,A2,1
2653,0,交岔路,小客車,A2,2
2654,1,單路部分,小客車,A2,3
2655,1,單路部分,機車,A2,1
2656,0,單路部分,機車,A2,1
2657,1,交岔路,小客車,A2,2
2658,1,單路部分,小客車,A2,3
2659,0,交岔路,機車,A2,0
2660,1,交岔路,小客車,A2,2
2661,0,單路部分,機車,A2,1
2662,2,交岔路,小客車,A2,2
2663,2,交岔路,小客車,A2,2
2664,1,交岔路,小貨車(含客、貨兩用),A2,2
2665,2,交岔路,小客車,A2,2
2666,0,交岔路,機車,A2,0
2667,0,交岔路,機車,A2,0
2668,2,交岔路,機車,A2,0
2669,1,單路部分,機車,A2,1
2670,1,單路部分,機車,A2,1
2671,1,單路部分,小客車,A2,3
2672,1,交岔路,小客車,A2,2
2673,2,交岔路,機車,A2,0
2674,2,交岔路,,A2,0
2675,2,交岔路,小客車,A2,2
2676,0,交岔路,機車,A2,0
2677,1,交岔路,小客車,A2,2
2678,1,交岔路,機車,A2,0
2679,1,交岔路,小客車,A2,2
2680,0,交岔路,機車,A2,0
2681,1,交岔路,機車,A2,0
2682,2,交岔路,小客車,A2,2
2683,1,交岔路,小貨車(含客、貨兩用),A2,2
2684,0,交岔路,慢車,A2,2
2685,1,交岔路,機車,A2,0
2686,2,單路部分,機車,A2,1
2687,1,交岔路,小客車,A2,2
2688,0,交岔路,機車,A2,0
2689,1,交岔路,機車,A2,0
2690,1,交岔路,小客車,A2,2
2691,0,交岔路,機車,A2,0
2692,2,交岔路,,A2,0
2693,2,交岔路,,A2,0
2694,2,單路部分,小客車,A2,3
2695,1,單路部分,小客車,A2,3
2696,0,交岔路,機車,A2,0
2697,1,交岔路,機車,A2,0
2698,1,交岔路,機車,A2,0
2699,1,交岔路,機車,A2,0
2700,0,單路部分,機車,A2,1
2701,0,交岔路,機車,A2,0
2702,1,單路部分,機車,A2,1
2703,1,單路部分,機車,A2,1
2704,2,交岔路,機車,A2,0
2705,0,單路部分,小客車,A2,3
2706,0,交岔路,機車,A2,0
2707,2,交岔路,小貨車(含客、貨兩用),A2,2
2708,1,單路部分,機車,A2,1
2709,2,單路部分,,A2,1
2710,0,單路部分,機車,A2,1
2711,1,單路部分,小客車,A2,3
2712,1,單路部分,小貨車(含客、貨兩用),A2,3
2713,2,交岔路,小客車,A2,2
2714,1,交岔路,機車,A2,0
2715,1,交岔路,機車,A2,0
2716,1,單路部分,機車,A2,1
2717,1,單路部分,小客車,A2,3
2718,1,交岔路,機車,A2,0
2719,1,交岔路,機車,A2,0
2720,0,單路部分,機車,A2,1
2721,1,單路部分,小客車,A2,3
2722,2,單路部分,機車,A2,1
2723,1,交岔路,小客車,A2,2
2724,2,交岔路,小客車,A2,2
2725,2,交岔路,機車,A2,0
2726,1,單路部分,機車,A2,1
2727,2,單路部分,小客車,A2,3
2728,1,單路部分,機車,A2,1
2729,1,交岔路,小客車,A2,2
2730,0,交岔路,機車,A2,0
2731,0,單路部分,機車,A2,1
2732,1,交岔路,機車,A2,0
2733,0,交岔路,機車,A2,0
2734,1,交岔路,機車,A2,0
2735,2,交岔路,機車,A2,0
2736,1,單路部分,小客車,A2,3
2737,0,交岔路,機車,A2,0
2738,0,交岔路,機車,A2,0
2739,1,單路部分,機車,A2,1
2740,0,交岔路,,A2,0
2741,2,交岔路,小客車,A2,2
2742,1,單路部分,小客車,A2,3
2743,2,單路部分,機車,A2,1
2744,1,交岔路,機車,A2,0
2745,1,交岔路,機車,A2,0
2746,2,交岔路,小客車,A2,2
2747,0,交岔路,小客車,A2,2
2748,0,單路部分,小客車,A2,3
2749,1,交岔路,機車,A2,0
2750,1,交岔路,小客車,A2,2
2751,1,交岔路,機車,A2,0
2752,1,交岔路,機車,A2,0
2753,1,交岔路,小客車,A2,2
2754,2,交岔路,機車,A2,0
2755,2,交岔路,,A2,0
2756,1,交岔路,機車,A2,0
2757,1,交岔路,小客車,A2,2
2758,0,交岔路,機車,A2,0
2759,0,交岔路,機車,A2,0
2760,0,交岔路,機車,A2,0
2761,2,單路部分,機車,A2,1
2762,0,交岔路,機車,A2,0
2763,1,交岔路,小客車,A2,2
2764,1,單路部分,小客車,A2,3
2765,0,單路部分,小客車,A2,3
2766,0,單路部分,機車,A2,1
2767,1,單路部分,小客車,A2,3
2768,0,交岔路,小客車,A2,2
2769,1,交岔路,小客車,A2,2
2770,0,交岔路,機車,A2,0
2771,1,單路部分,機車,A2,1
2772,2,交岔路,機車,A2,0
2773,0,單路部分,機車,A2,1
2774,0,交岔路,機車,A2,0
2775,2,交岔路,機車,A2,0
2776,1,交岔路,小客車,A2,2
2777,0,交岔路,機車,A2,0
2778,1,單路部分,機車,A2,1
2779,1,單路部分,機車,A2,1
2780,1,交岔路,機車,A2,0
2781,1,單路部分,機車,A2,1
2782,2,交岔路,機車,A2,0
2783,2,交岔路,慢車,A2,2
2784,1,單路部分,小客車,A2,3
2785,2,交岔路,機車,A2,0
2786,1,單路部分,小客車,A2,3
2787,0,單路部分,機車,A2,1
2788,1,單路部分,機車,A2,1
2789,1,單路部分,小客車,A2,3
2790,1,交岔路,機車,A2,0
2791,1,交岔路,機車,A2,0
2792,0,單路部分,機車,A2,1
2793,0,交岔路,機車,A2,0
2794,2,交岔路,機車,A2,0
2795,1,交岔路,小客車,A2,2
2796,1,交岔路,機車,A2,0
2797,2,單路部分,人,A2,3
2798,1,交岔路,小客車,A2,2
2799,1,單路部分,機車,A2,1
2800,1,交岔路,機車,A2,0
2801,1,單路部分,機車,A2,1
2802,1,交岔路,機車,A2,0
2803,2,單路部分,機車,A2,1
2804,2,單路部分,小貨車(含客、貨兩用),A2,3
2805,1,單路部分,小貨車(含客、貨兩用),A2,3
2806,2,交岔路,小貨車(含客、貨兩用),A2,2
2807,2,單路部分,機車,A2,1
2808,2,交岔路,小客車,A2,2
2809,1,交岔路,小客車,A2,2
2810,1,單路部分,機車,A2,1
2811,0,交岔路,機車,A2,0
2812,0,交岔路,機車,A2,0
2813,1,交岔路,機車,A2,0
2814,1,交岔路,小客車,A2,2
2815,2,交岔路,機車,A2,0
2816,1,單路部分,機車,A2,1
2817,2,交岔路,機車,A2,0
2818,1,單路部分,小客車,A2,3
2819,1,交岔路,機車,A2,0
2820,1,交岔路,機車,A2,0
2821,1,交岔路,機車,A2,0
2822,1,單路部分,機車,A2,1
2823,2,交岔路,機車,A2,0
2824,0,單路部分,機車,A2,1
2825,0,交岔路,機車,A2,0
2826,1,交岔路,機車,A2,0
2827,0,單路部分,人,A2,3
2828,1,交岔路,小客車,A2,2
2829,2,交岔路,小貨車(含客、貨兩用),A2,2
2830,0,單路部分,機車,A2,1
2831,1,交岔路,小客車,A2,2
2832,1,單路部分,小客車,A2,3
2833,0,單路部分,機車,A2,1
2834,1,交岔路,機車,A2,0
2835,1,交岔路,機車,A2,0
2836,2,交岔路,機車,A2,0
2837,2,交岔路,小客車,A2,2
2838,1,單路部分,機車,A2,1
2839,0,交岔路,機車,A2,0
2840,1,交岔路,小客車,A2,2
2841,1,交岔路,機車,A2,0
2842,2,單路部分,機車,A2,1
2843,0,交岔路,機車,A2,0
2844,1,單路部分,半聯結車,A2,1
2845,2,交岔路,慢車,A2,2
2846,1,單路部分,機車,A2,1
2847,1,交岔路,機車,A2,0
2848,2,單路部分,機車,A2,1
2849,0,單路部分,機車,A2,1
2850,1,單路部分,小客車,A2,3
2851,2,交岔路,機車,A2,0
2852,0,交岔路,機車,A2,0
2853,0,交岔路,小客車,A2,2
2854,1,交岔路,機車,A2,0
2855,1,交岔路,機車,A2,0
2856,1,交岔路,機車,A2,0
2857,1,交岔路,機車,A2,0
2858,1,交岔路,小客車,A2,2
2859,0,交岔路,機車,A2,0
2860,1,交岔路,機車,A2,0
2861,1,交岔路,機車,A2,0
2862,0,交岔路,機車,A2,0
2863,1,交岔路,機車,A2,0
2864,2,單路部分,小客車,A2,3
2865,1,單路部分,機車,A2,1
2866,1,單路部分,機車,A2,1
2867,1,交岔路,機車,A2,0
2868,1,交岔路,機車,A2,0
2869,1,交岔路,小客車,A2,2
2870,2,交岔路,機車,A2,0
2871,2,單路部分,小客車,A2,3
2872,2,交岔路,,A2,0
2873,1,交岔路,機車,A2,0
2874,2,單路部分,機車,A2,1
2875,0,交岔路,機車,A2,0
2876,0,單路部分,人,A2,3
2877,1,單路部分,大貨車,A2,1
2878,1,交岔路,機車,A2,0
2879,1,單路部分,小客車,A2,3
2880,1,單路部分,機車,A2,1
2881,1,交岔路,小客車,A2,2
2882,1,交岔路,機車,A2,0
2883,1,單路部分,慢車,A2,3
2884,1,交岔路,機車,A2,0
2885,1,單路部分,機車,A2,1
2886,2,交岔路,小客車,A2,2
2887,1,交岔路,機車,A2,0
2888,1,交岔路,機車,A2,0
2889,1,交岔路,小客車,A2,2
2890,2,單路部分,小客車,A2,3
2891,2,交岔路,機車,A2,0
2892,0,交岔路,機車,A2,0
2893,1,交岔路,小客車,A2,2
2894,2,交岔路,機車,A2,0
2895,0,交岔路,小客車,A2,2
2896,2,單路部分,慢車,A2,3
2897,1,交岔路,小客車,A2,2
2898,0,單路部分,機車,A2,1
2899,1,交岔路,機車,A2,0
2900,1,交岔路,機車,A2,0
2901,1,單路部分,機車,A2,1
2902,2,單路部分,機車,A2,1
2903,1,交岔路,機車,A2,0
2904,2,交岔路,機車,A2,0
2905,0,交岔路,機車,A2,0
2906,1,交岔路,小貨車(含客、貨兩用),A2,2
2907,1,交岔路,小客車,A2,2
2908,0,單路部分,小客車,A2,3
2909,1,交岔路,機車,A2,0
2910,0,交岔路,慢車,A2,2
2911,1,交岔路,小客車,A2,2
2912,1,交岔路,機車,A2,0
2913,2,交岔路,機車,A2,0
2914,1,單路部分,機車,A2,1
2915,0,交岔路,小客車,A2,2
2916,1,單路部分,小客車,A2,3
2917,1,交岔路,機車,A2,0
2918,0,單路部分,小客車,A2,3
2919,1,單路部分,機車,A2,1
2920,0,交岔路,機車,A2,0
2921,1,交岔路,小客車,A2,2
2922,2,交岔路,小客車,A2,2
2923,1,交岔路,機車,A2,0
2924,1,單路部分,小客車,A2,3
2925,2,交岔路,小客車,A2,2
2926,0,交岔路,小客車,A2,2
2927,1,交岔路,小貨車(含客、貨兩用),A2,2
2928,1,交岔路,小客車,A2,2
2929,2,單路部分,機車,A2,1
2930,2,單路部分,機車,A2,1
2931,1,單路部分,機車,A2,1
2932,1,交岔路,小客車,A2,2
2933,0,單路部分,機車,A2,1
2934,1,交岔路,機車,A2,0
2935,1,交岔路,小客車,A2,2
2936,0,交岔路,小貨車(含客、貨兩用),A2,2
2937,2,交岔路,小客車,A2,2
2938,0,單路部分,小客車,A2,3
2939,1,單路部分,機車,A2,1
2940,0,單路部分,機車,A2,1
2941,1,單路部分,機車,A2,1
2942,1,交岔路,機車,A2,0
2943,0,交岔路,小客車,A2,2
2944,2,交岔路,小客車,A2,2
2945,1,交岔路,小客車,A2,2
2946,1,單路部分,機車,A2,1
2947,1,單路部分,機車,A2,1
2948,1,交岔路,機車,A2,0
2949,1,交岔路,小客車,A2,2
2950,1,單路部分,機車,A2,1
2951,2,單路部分,機車,A2,1
2952,0,交岔路,機車,A2,0
2953,1,交岔路,機車,A2,0
2954,0,單路部分,機車,A2,1
2955,1,交岔路,小客車,A2,2
2956,2,交岔路,機車,A2,0
2957,1,單路部分,機車,A2,1
2958,1,單路部分,小客車,A2,3
2959,0,交岔路,機車,A2,0
2960,2,交岔路,機車,A2,0
2961,1,單路部分,機車,A2,1
2962,0,交岔路,機車,A2,0
2963,2,交岔路,機車,A2,0
2964,1,交岔路,小客車,A2,2
2965,1,交岔路,小客車,A2,2
2966,0,單路部分,機車,A2,1
2967,1,單路部分,小客車,A2,3
2968,1,交岔路,小客車,A2,2
2969,1,單路部分,機車,A2,1
2970,1,交岔路,機車,A2,0
2971,1,單路部分,小客車,A2,3
2972,0,交岔路,小客車,A2,2
2973,1,單路部分,機車,A2,1
2974,2,交岔路,機車,A2,0
2975,1,交岔路,機車,A2,0
2976,1,交岔路,小客車,A2,2
2977,2,交岔路,小客車,A2,2
2978,1,交岔路,小客車,A2,2
2979,1,交岔路,機車,A2,0
2980,2,交岔路,機車,A2,0
2981,2,單路部分,慢車,A2,3
2982,1,交岔路,機車,A2,0
2983,2,交岔路,小客車,A2,2
2984,0,單路部分,機車,A2,1
2985,1,交岔路,小客車,A2,2
2986,1,單路部分,機車,A2,1
2987,1,交岔路,小客車,A2,2
2988,0,交岔路,機車,A2,0
2989,2,交岔路,機車,A2,0
2990,0,單路部分,機車,A2,1
2991,2,交岔路,機車,A2,0
2992,1,單路部分,機車,A2,1
2993,1,交岔路,機車,A2,0
2994,0,單路部分,機車,A2,1
2995,1,交岔路,小客車,A2,2
2996,1,交岔路,機車,A2,0
2997,1,交岔路,機車,A2,0
2998,1,交岔路,機車,A2,0
2999,1,交岔路,小客車,A2,2
3000,1,交岔路,機車,A2,0
3001,0,交岔路,小客車,A2,2
3002,0,單路部分,機車,A2,1
3003,2,單路部分,機車,A2,1
3004,2,交岔路,機車,A2,0
3005,1,交岔路,機車,A2,0
3006,2,交岔路,機車,A2,0
3007,0,交岔路,機車,A2,0
3008,1,交岔路,機車,A2,0
3009,1,單路部分,小貨車(含客、貨兩用),A2,3
3010,2,交岔路,機車,A2,0
3011,1,交岔路,機車,A2,0
3012,2,交岔路,小客車,A2,2
3013,0,單路部分,機車,A2,1
3014,0,交岔路,小客車,A2,2
3015,1,單路部分,小客車,A2,3
3016,1,交岔路,機車,A2,0
3017,1,交岔路,機車,A2,0
3018,1,交岔路,小客車,A2,2
3019,0,單路部分,機車,A2,1
3020,1,交岔路,機車,A2,0
3021,0,交岔路,機車,A2,0
3022,1,單路部分,小客車,A2,3
3023,1,單路部分,小客車,A2,3
3024,1,交岔路,機車,A2,0
3025,0,交岔路,機車,A2,0
3026,2,交岔路,小客車,A2,2
3027,1,交岔路,小客車,A2,2
3028,1,交岔路,機車,A2,0
3029,2,交岔路,小客車,A2,2
3030,1,交岔路,機車,A2,0
3031,1,交岔路,小客車,A2,2
3032,1,單路部分,小客車,A2,3
3033,1,交岔路,機車,A2,0
3034,1,交岔路,機車,A2,0
3035,0,單路部分,小客車,A2,3
3036,1,交岔路,機車,A2,0
3037,2,交岔路,,A2,0
3038,1,單路部分,小客車,A2,3
3039,1,交岔路,小客車,A2,2
3040,0,單路部分,機車,A2,1
3041,0,交岔路,小客車,A2,2
3042,1,交岔路,小客車,A2,2
3043,1,交岔路,機車,A2,0
3044,1,交岔路,小客車,A2,2
3045,2,交岔路,機車,A2,0
3046,0,交岔路,小客車,A2,2
3047,2,交岔路,機車,A2,0
3048,2,交岔路,小客車,A2,2
3049,1,交岔路,機車,A2,0
3050,2,交岔路,機車,A2,0
3051,0,交岔路,機車,A2,0
3052,2,交岔路,機車,A2,0
3053,2,單路部分,機車,A2,1
3054,1,單路部分,小客車,A2,3
3055,1,單路部分,機車,A2,1
3056,1,單路部分,機車,A2,1
